surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Hard,Grand Slam+Masters 1000,2.25,2.75,0.03,flat,56,0.5179,26.77,9.993,1.631,14.99,56.0
Hard,ATP 250+Masters 1000,2.25,4.0,0.03,quarter-Kelly,72,0.4583,26.64,10.495,1.368,0.302,1.134
Hard,Masters 1000,2.25,4.0,0.03,quarter-Kelly,72,0.4583,26.64,10.495,1.368,0.302,1.134
Grass+Hard,ATP 250+Masters 1000,2.25,4.0,0.03,half-Kelly,72,0.4583,26.64,10.495,1.368,0.604,2.268
Grass+Hard,Masters 1000,2.25,4.0,0.03,half-Kelly,72,0.4583,26.64,10.495,1.368,0.604,2.268
Grass+Hard,Masters 1000,2.25,4.0,0.03,quarter-Kelly,72,0.4583,26.64,10.495,1.368,0.302,1.134
Grass+Hard,ATP 250+Masters 1000,2.25,4.0,0.03,quarter-Kelly,72,0.4583,26.64,10.495,1.368,0.302,1.134
Hard,Masters 1000,2.25,4.0,0.03,half-Kelly,72,0.4583,26.64,10.495,1.368,0.604,2.268
Hard,ATP 250+Masters 1000,2.25,4.0,0.03,half-Kelly,72,0.4583,26.64,10.495,1.368,0.604,2.268
Grass+Hard,ATP 250+Masters 1000,2.25,4.0,0.04,half-Kelly,66,0.4545,26.61,11.144,1.281,0.586,2.203
Grass+Hard,Masters 1000,2.25,4.0,0.04,half-Kelly,66,0.4545,26.61,11.144,1.281,0.586,2.203
Hard,Masters 1000,2.25,4.0,0.04,quarter-Kelly,66,0.4545,26.61,11.144,1.281,0.293,1.102
Hard,Masters 1000,2.25,4.0,0.04,half-Kelly,66,0.4545,26.61,11.144,1.281,0.586,2.203
Hard,ATP 250+Masters 1000,2.25,4.0,0.04,half-Kelly,66,0.4545,26.61,11.144,1.281,0.586,2.203
Hard,ATP 250+Masters 1000,2.25,4.0,0.04,quarter-Kelly,66,0.4545,26.61,11.144,1.281,0.293,1.102
Grass+Hard,Masters 1000,2.25,4.0,0.04,quarter-Kelly,66,0.4545,26.61,11.144,1.281,0.293,1.102
Grass+Hard,ATP 250+Masters 1000,2.25,4.0,0.04,quarter-Kelly,66,0.4545,26.61,11.144,1.281,0.293,1.102
Hard,ATP 500+Masters 1000,2.25,2.75,0.06,flat,80,0.5125,26.61,13.293,1.92,21.29,80.0
Hard,ATP 250+ATP 500+Masters 1000,2.25,2.75,0.06,flat,80,0.5125,26.61,13.293,1.92,21.29,80.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.05,quarter-Kelly,60,0.4667,26.37,11.977,1.191,0.301,1.142
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.05,half-Kelly,60,0.4667,26.37,11.977,1.191,0.602,2.284
Hard,Grand Slam+Masters 1000,2.25,3.25,0.05,half-Kelly,60,0.4667,26.37,11.977,1.191,0.602,2.284
Hard,Grand Slam+Masters 1000,2.25,3.25,0.05,quarter-Kelly,60,0.4667,26.37,11.977,1.191,0.301,1.142
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.03,quarter-Kelly,74,0.5135,26.23,10.716,1.572,0.383,1.46
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.03,half-Kelly,74,0.5135,26.23,10.716,1.572,0.766,2.92
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.03,quarter-Kelly,74,0.5135,26.23,10.716,1.572,0.383,1.46
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.03,half-Kelly,74,0.5135,26.23,10.716,1.572,0.766,2.92
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.06,quarter-Kelly,54,0.5,26.15,13.157,1.131,0.343,1.312
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.06,half-Kelly,54,0.5,26.15,13.157,1.131,0.686,2.623
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.06,quarter-Kelly,54,0.5,26.15,13.157,1.131,0.343,1.312
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.06,half-Kelly,54,0.5,26.15,13.157,1.131,0.686,2.623
Grass+Hard,ATP 250+Masters 1000,2.0,2.75,0.05,flat,53,0.5283,25.87,11.255,1.571,13.71,53.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.06,flat,55,0.4909,25.87,12.564,1.477,14.23,55.0
Hard,Grand Slam+Masters 1000,2.25,3.25,0.06,flat,55,0.4909,25.87,12.564,1.477,14.23,55.0
Hard,Masters 1000,2.0,2.75,0.05,flat,53,0.5283,25.87,11.255,1.571,13.71,53.0
Grass+Hard,Masters 1000,2.0,2.75,0.05,flat,53,0.5283,25.87,11.255,1.571,13.71,53.0
Hard,ATP 250+Masters 1000,2.0,2.75,0.05,flat,53,0.5283,25.87,11.255,1.571,13.71,53.0
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,half-Kelly,82,0.5,25.82,13.529,1.7,0.991,3.837
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,quarter-Kelly,82,0.5,25.82,13.529,1.7,0.495,1.918
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,half-Kelly,82,0.5,25.82,13.529,1.7,0.991,3.837
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,quarter-Kelly,82,0.5,25.82,13.529,1.7,0.495,1.918
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.07,half-Kelly,67,0.4627,25.77,13.342,1.492,0.666,2.586
Hard,Grand Slam+Masters 1000,2.25,3.75,0.07,half-Kelly,67,0.4627,25.77,13.342,1.492,0.666,2.586
Hard,Grand Slam+Masters 1000,2.25,3.75,0.07,quarter-Kelly,67,0.4627,25.77,13.342,1.492,0.333,1.293
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.07,quarter-Kelly,67,0.4627,25.77,13.342,1.492,0.333,1.293
Hard,Grand Slam+Masters 1000,2.25,4.0,0.06,half-Kelly,76,0.4474,25.75,12.71,1.451,0.708,2.751
Hard,Grand Slam+Masters 1000,2.25,4.0,0.06,quarter-Kelly,76,0.4474,25.75,12.71,1.451,0.354,1.375
Hard,ATP 250+Grand Slam+Masters 1000,2.25,4.0,0.06,quarter-Kelly,76,0.4474,25.75,12.71,1.451,0.354,1.375
Hard,ATP 250+Grand Slam+Masters 1000,2.25,4.0,0.06,half-Kelly,76,0.4474,25.75,12.71,1.451,0.708,2.751
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.05,quarter-Kelly,72,0.4583,25.71,11.975,1.463,0.332,1.292
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.05,half-Kelly,72,0.4583,25.71,11.975,1.463,0.665,2.584
Hard,Grand Slam+Masters 1000,2.25,3.5,0.05,half-Kelly,72,0.4583,25.71,11.975,1.463,0.665,2.584
Hard,Grand Slam+Masters 1000,2.25,3.5,0.05,quarter-Kelly,72,0.4583,25.71,11.975,1.463,0.332,1.292
Hard,Grand Slam+Masters 1000,2.25,3.0,0.03,flat,61,0.5082,25.69,10.051,1.615,15.67,61.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.0,0.03,flat,61,0.5082,25.69,10.051,1.615,15.67,61.0
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.04,quarter-Kelly,64,0.5,25.58,11.841,1.265,0.357,1.395
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.04,quarter-Kelly,64,0.5,25.58,11.841,1.265,0.357,1.395
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.04,half-Kelly,64,0.5,25.58,11.841,1.265,0.714,2.79
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.04,half-Kelly,64,0.5,25.58,11.841,1.265,0.714,2.79
Hard,ATP 250+ATP 500+Masters 1000,2.25,2.75,0.05,flat,85,0.5059,25.53,12.834,1.889,21.7,85.0
Hard,ATP 500+Masters 1000,2.25,2.75,0.05,flat,85,0.5059,25.53,12.834,1.889,21.7,85.0
Clay+Grass+Hard,ATP 250+ATP 500,2.5,3.0,0.07,flat,54,0.463,25.41,13.345,1.38,13.72,54.0
Clay+Grass+Hard,ATP 500,2.5,3.0,0.07,flat,54,0.463,25.41,13.345,1.38,13.72,54.0
Hard,ATP 250+Masters 1000,2.0,3.75,0.05,flat,72,0.4861,25.4,11.712,1.626,18.29,72.0
Grass+Hard,ATP 250+Masters 1000,2.0,3.75,0.05,flat,72,0.4861,25.4,11.712,1.626,18.29,72.0
Hard,Masters 1000,2.0,3.75,0.05,flat,72,0.4861,25.4,11.712,1.626,18.29,72.0
Grass+Hard,Masters 1000,2.0,3.75,0.05,flat,72,0.4861,25.4,11.712,1.626,18.29,72.0
Hard,Grand Slam+Masters 1000,2.25,3.25,0.03,half-Kelly,76,0.4605,25.28,10.257,1.195,0.625,2.472
Hard,Grand Slam+Masters 1000,2.25,3.25,0.03,quarter-Kelly,76,0.4605,25.28,10.257,1.195,0.312,1.236
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.03,quarter-Kelly,76,0.4605,25.28,10.257,1.195,0.312,1.236
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.03,half-Kelly,76,0.4605,25.28,10.257,1.195,0.625,2.472
Hard,Masters 1000,2.25,3.75,0.03,flat,70,0.4714,25.27,10.545,1.56,17.69,70.0
Hard,ATP 250+Masters 1000,2.25,3.75,0.03,flat,70,0.4714,25.27,10.545,1.56,17.69,70.0
Grass+Hard,ATP 250+Masters 1000,2.25,3.75,0.03,flat,70,0.4714,25.27,10.545,1.56,17.69,70.0
Grass+Hard,Masters 1000,2.25,3.75,0.03,flat,70,0.4714,25.27,10.545,1.56,17.69,70.0
Grass+Hard,ATP 250+Masters 1000,2.25,3.75,0.04,flat,64,0.4688,25.22,11.219,1.48,16.14,64.0
Hard,Masters 1000,2.25,3.75,0.04,flat,64,0.4688,25.22,11.219,1.48,16.14,64.0
Grass+Hard,Masters 1000,2.25,3.75,0.04,flat,64,0.4688,25.22,11.219,1.48,16.14,64.0
Hard,ATP 250+Masters 1000,2.25,3.75,0.04,flat,64,0.4688,25.22,11.219,1.48,16.14,64.0
Hard,Grand Slam+Masters 1000,2.25,3.75,0.07,flat,67,0.4627,25.21,13.342,1.492,16.89,67.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.07,flat,67,0.4627,25.21,13.342,1.492,16.89,67.0
Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.07,flat,61,0.4918,24.97,13.36,1.514,15.23,61.0
Grass+Hard,Grand Slam+Masters 1000,2.25,3.25,0.07,flat,61,0.4918,24.97,13.36,1.514,15.23,61.0
Clay+Hard,Masters 1000,2.25,2.75,0.05,half-Kelly,50,0.52,24.8,11.788,1.589,0.506,2.041
Clay+Hard,Masters 1000,2.25,2.75,0.05,quarter-Kelly,50,0.52,24.8,11.788,1.589,0.253,1.02
Clay+Hard,ATP 250+Masters 1000,2.25,2.75,0.05,quarter-Kelly,50,0.52,24.8,11.788,1.589,0.253,1.02
Clay+Hard,ATP 250+Masters 1000,2.25,2.75,0.05,half-Kelly,50,0.52,24.8,11.788,1.589,0.506,2.041
Clay+Grass+Hard,ATP 250+Masters 1000,2.25,2.75,0.05,half-Kelly,50,0.52,24.8,11.788,1.589,0.506,2.041
Clay+Grass+Hard,Masters 1000,2.25,2.75,0.05,quarter-Kelly,50,0.52,24.8,11.788,1.589,0.253,1.02
Clay+Grass+Hard,Masters 1000,2.25,2.75,0.05,half-Kelly,50,0.52,24.8,11.788,1.589,0.506,2.041
Clay+Grass+Hard,ATP 250+Masters 1000,2.25,2.75,0.05,quarter-Kelly,50,0.52,24.8,11.788,1.589,0.253,1.02
Hard,ATP 250+ATP 500+Masters 1000,2.25,3.0,0.07,half-Kelly,89,0.4944,24.53,13.903,1.783,1.011,4.121
Hard,ATP 250+ATP 500+Masters 1000,2.25,3.0,0.07,quarter-Kelly,89,0.4944,24.53,13.903,1.783,0.505,2.06
Hard,ATP 500+Masters 1000,2.25,3.0,0.07,half-Kelly,89,0.4944,24.53,13.903,1.783,1.011,4.121
Hard,ATP 500+Masters 1000,2.25,3.0,0.07,quarter-Kelly,89,0.4944,24.53,13.903,1.783,0.505,2.06
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.07,half-Kelly,51,0.4902,24.51,13.6,1.602,0.525,2.141
Hard,Grand Slam+Masters 1000,2.25,3.25,0.04,quarter-Kelly,67,0.4478,24.51,11.195,0.94,0.292,1.19
Clay+Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.07,quarter-Kelly,51,0.4902,24.51,13.6,1.602,0.262,1.07
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.04,half-Kelly,67,0.4478,24.51,11.195,0.94,0.583,2.379
Hard,Grand Slam+Masters 1000,2.25,3.25,0.04,half-Kelly,67,0.4478,24.51,11.195,0.94,0.583,2.379
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.07,quarter-Kelly,51,0.4902,24.51,13.6,1.602,0.262,1.07
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.04,quarter-Kelly,67,0.4478,24.51,11.195,0.94,0.292,1.19
Clay+Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.07,half-Kelly,51,0.4902,24.51,13.6,1.602,0.525,2.141
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.06,quarter-Kelly,73,0.4521,24.5,12.775,1.433,0.33,1.346
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.06,half-Kelly,73,0.4521,24.5,12.775,1.433,0.659,2.692
Hard,Grand Slam+Masters 1000,2.25,3.75,0.06,half-Kelly,73,0.4521,24.5,12.775,1.433,0.659,2.692
Hard,Grand Slam+Masters 1000,2.25,3.75,0.06,quarter-Kelly,73,0.4521,24.5,12.775,1.433,0.33,1.346
Grass+Hard,ATP 500+Masters 1000,2.5,3.0,0.07,flat,52,0.4615,24.37,14.344,1.305,12.67,52.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,3.0,0.07,flat,52,0.4615,24.37,14.344,1.305,12.67,52.0
Hard,Grand Slam+Masters 1000,2.25,3.5,0.03,quarter-Kelly,89,0.4494,24.34,10.423,1.373,0.339,1.391
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.03,quarter-Kelly,89,0.4494,24.34,10.423,1.373,0.339,1.391
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.03,half-Kelly,89,0.4494,24.34,10.423,1.373,0.677,2.783
Hard,Grand Slam+Masters 1000,2.25,3.5,0.03,half-Kelly,89,0.4494,24.34,10.423,1.373,0.677,2.783
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.05,quarter-Kelly,56,0.4821,24.31,12.884,0.885,0.324,1.331
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.05,quarter-Kelly,56,0.4821,24.31,12.884,0.885,0.324,1.331
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.05,half-Kelly,56,0.4821,24.31,12.884,0.885,0.647,2.662
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.5,0.05,half-Kelly,56,0.4821,24.31,12.884,0.885,0.647,2.662
Clay+Grass+Hard,ATP 250+ATP 500,2.5,2.75,0.03,half-Kelly,54,0.463,24.23,10.525,1.244,0.426,1.757
Clay+Grass+Hard,ATP 250+ATP 500,2.5,2.75,0.03,quarter-Kelly,54,0.463,24.23,10.525,1.244,0.213,0.879
Clay+Grass+Hard,ATP 500,2.5,2.75,0.03,quarter-Kelly,54,0.463,24.23,10.525,1.244,0.213,0.879
Clay+Grass+Hard,ATP 500,2.5,2.75,0.03,half-Kelly,54,0.463,24.23,10.525,1.244,0.426,1.757
Grass+Hard,Grand Slam+Masters 1000,2.25,3.25,0.07,quarter-Kelly,61,0.4918,24.2,13.36,1.514,0.317,1.312
Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.07,half-Kelly,61,0.4918,24.2,13.36,1.514,0.635,2.624
Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.25,0.07,quarter-Kelly,61,0.4918,24.2,13.36,1.514,0.317,1.312
Grass+Hard,Grand Slam+Masters 1000,2.25,3.25,0.07,half-Kelly,61,0.4918,24.2,13.36,1.514,0.635,2.624
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,quarter-Kelly,87,0.4828,23.94,13.113,1.441,0.471,1.968
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,half-Kelly,87,0.4828,23.94,13.113,1.441,0.942,3.935
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,quarter-Kelly,87,0.4828,23.94,13.113,1.441,0.471,1.968
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.06,half-Kelly,87,0.4828,23.94,13.113,1.441,0.942,3.935
Grass+Hard,Masters 1000,2.0,3.5,0.05,flat,70,0.4857,23.91,11.612,1.531,16.74,70.0
Hard,Masters 1000,2.0,3.5,0.05,flat,70,0.4857,23.91,11.612,1.531,16.74,70.0
Grass+Hard,ATP 250+Masters 1000,2.0,3.5,0.05,flat,70,0.4857,23.91,11.612,1.531,16.74,70.0
Hard,ATP 250+Masters 1000,2.0,3.5,0.05,flat,70,0.4857,23.91,11.612,1.531,16.74,70.0
Hard,ATP 250+Masters 1000,2.0,3.75,0.07,flat,60,0.4833,23.83,12.899,1.408,14.3,60.0
Grass+Hard,ATP 250+Masters 1000,2.0,3.75,0.07,flat,60,0.4833,23.83,12.899,1.408,14.3,60.0
Hard,Masters 1000,2.0,3.75,0.07,flat,60,0.4833,23.83,12.899,1.408,14.3,60.0
Grass+Hard,Masters 1000,2.0,3.75,0.07,flat,60,0.4833,23.83,12.899,1.408,14.3,60.0
Hard,ATP 500+Masters 1000,2.25,3.0,0.07,flat,89,0.4944,23.8,13.903,1.783,21.18,89.0
Hard,ATP 250+ATP 500+Masters 1000,2.25,3.0,0.07,flat,89,0.4944,23.8,13.903,1.783,21.18,89.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,4.0,0.05,half-Kelly,84,0.4286,23.79,12.023,1.241,0.681,2.863
Hard,Grand Slam+Masters 1000,2.25,4.0,0.05,half-Kelly,84,0.4286,23.79,12.023,1.241,0.681,2.863
Hard,Grand Slam+Masters 1000,2.25,4.0,0.05,quarter-Kelly,84,0.4286,23.79,12.023,1.241,0.341,1.432
Hard,ATP 250+Grand Slam+Masters 1000,2.25,4.0,0.05,quarter-Kelly,84,0.4286,23.79,12.023,1.241,0.341,1.432
Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.04,half-Kelly,51,0.451,23.74,11.629,1.034,0.434,1.827
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.04,quarter-Kelly,51,0.451,23.74,11.629,1.034,0.217,0.914
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.04,half-Kelly,51,0.451,23.74,11.629,1.034,0.434,1.827
Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.04,quarter-Kelly,51,0.451,23.74,11.629,1.034,0.217,0.914
Hard,ATP 250+Masters 1000,2.25,3.5,0.03,flat,68,0.4706,23.74,10.409,1.463,16.14,68.0
Grass+Hard,Masters 1000,2.25,3.5,0.03,flat,68,0.4706,23.74,10.409,1.463,16.14,68.0
Hard,Masters 1000,2.25,3.5,0.03,flat,68,0.4706,23.74,10.409,1.463,16.14,68.0
Grass+Hard,ATP 250+Masters 1000,2.25,3.5,0.03,flat,68,0.4706,23.74,10.409,1.463,16.14,68.0
Hard,Grand Slam+Masters 1000,2.25,3.5,0.05,flat,72,0.4583,23.68,11.975,1.463,17.05,72.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.05,flat,72,0.4583,23.68,11.975,1.463,17.05,72.0
Hard,Grand Slam+Masters 1000,2.25,3.5,0.04,quarter-Kelly,80,0.4375,23.62,11.228,1.152,0.318,1.345
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.04,quarter-Kelly,80,0.4375,23.62,11.228,1.152,0.318,1.345
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.5,0.04,half-Kelly,80,0.4375,23.62,11.228,1.152,0.635,2.69
Hard,Grand Slam+Masters 1000,2.25,3.5,0.04,half-Kelly,80,0.4375,23.62,11.228,1.152,0.635,2.69
Hard,Masters 1000,2.25,3.5,0.04,flat,62,0.4677,23.53,11.091,1.378,14.59,62.0
Grass+Hard,ATP 250+Masters 1000,2.25,3.5,0.04,flat,62,0.4677,23.53,11.091,1.378,14.59,62.0
Grass+Hard,Masters 1000,2.25,3.5,0.04,flat,62,0.4677,23.53,11.091,1.378,14.59,62.0
Hard,ATP 250+Masters 1000,2.25,3.5,0.04,flat,62,0.4677,23.53,11.091,1.378,14.59,62.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,4.0,0.06,flat,76,0.4474,23.43,12.71,1.451,17.81,76.0
Hard,Grand Slam+Masters 1000,2.25,4.0,0.06,flat,76,0.4474,23.43,12.71,1.451,17.81,76.0
Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.03,quarter-Kelly,56,0.4464,23.36,10.904,1.021,0.22,0.94
Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.03,half-Kelly,56,0.4464,23.36,10.904,1.021,0.439,1.881
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.05,quarter-Kelly,92,0.4783,23.36,12.699,1.43,0.47,2.012
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.05,half-Kelly,92,0.4783,23.36,12.699,1.43,0.94,4.024
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.03,half-Kelly,56,0.4464,23.36,10.904,1.021,0.439,1.881
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.05,quarter-Kelly,92,0.4783,23.36,12.699,1.43,0.47,2.012
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.03,quarter-Kelly,56,0.4464,23.36,10.904,1.021,0.22,0.94
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.05,half-Kelly,92,0.4783,23.36,12.699,1.43,0.94,4.024
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.75,0.06,flat,73,0.4521,23.33,12.775,1.433,17.03,73.0
Hard,Grand Slam+Masters 1000,2.25,3.75,0.06,flat,73,0.4521,23.33,12.775,1.433,17.03,73.0
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.03,quarter-Kelly,120,0.4833,23.27,10.649,1.704,0.512,2.2
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.03,half-Kelly,120,0.4833,23.27,10.649,1.704,1.024,4.401
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.03,half-Kelly,120,0.4833,23.27,10.649,1.704,1.024,4.401
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.03,quarter-Kelly,120,0.4833,23.27,10.649,1.704,0.512,2.2
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.0,0.03,quarter-Kelly,61,0.5082,23.26,10.051,1.615,0.243,1.043
Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.0,0.03,half-Kelly,61,0.5082,23.26,10.051,1.615,0.485,2.086
Hard,Grand Slam+Masters 1000,2.25,3.0,0.03,half-Kelly,61,0.5082,23.26,10.051,1.615,0.485,2.086
Hard,Grand Slam+Masters 1000,2.25,3.0,0.03,quarter-Kelly,61,0.5082,23.26,10.051,1.615,0.243,1.043
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,flat,82,0.5,23.22,13.529,1.7,19.04,82.0
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.07,flat,82,0.5,23.22,13.529,1.7,19.04,82.0
Clay+Grass+Hard,ATP 500,2.5,3.0,0.07,half-Kelly,54,0.463,23.2,13.345,1.38,0.493,2.127
Clay+Grass+Hard,ATP 500,2.5,3.0,0.07,quarter-Kelly,54,0.463,23.2,13.345,1.38,0.247,1.063
Clay+Grass+Hard,ATP 250+ATP 500,2.5,3.0,0.07,quarter-Kelly,54,0.463,23.2,13.345,1.38,0.247,1.063
Clay+Grass+Hard,ATP 250+ATP 500,2.5,3.0,0.07,half-Kelly,54,0.463,23.2,13.345,1.38,0.493,2.127
Hard,ATP 250+Masters 1000,2.0,3.75,0.06,flat,63,0.4762,23.17,12.591,1.389,14.6,63.0
Grass+Hard,Masters 1000,2.0,3.75,0.06,flat,63,0.4762,23.17,12.591,1.389,14.6,63.0
Hard,Masters 1000,2.0,3.75,0.06,flat,63,0.4762,23.17,12.591,1.389,14.6,63.0
Grass+Hard,ATP 250+Masters 1000,2.0,3.75,0.06,flat,63,0.4762,23.17,12.591,1.389,14.6,63.0
Grass+Hard,Masters 1000,2.0,2.75,0.04,flat,58,0.5172,23.05,10.658,1.466,13.37,58.0
Hard,Masters 1000,2.0,2.75,0.04,flat,58,0.5172,23.05,10.658,1.466,13.37,58.0
Grass+Hard,ATP 250+Masters 1000,2.0,2.75,0.04,flat,58,0.5172,23.05,10.658,1.466,13.37,58.0
Hard,ATP 250+Masters 1000,2.0,2.75,0.04,flat,58,0.5172,23.05,10.658,1.466,13.37,58.0
Hard,ATP 250+ATP 500+Masters 1000,2.25,2.5,0.06,flat,50,0.52,22.98,13.269,1.374,11.49,50.0
Hard,ATP 500+Masters 1000,2.25,2.5,0.06,flat,50,0.52,22.98,13.269,1.374,11.49,50.0
Hard,ATP 250+ATP 500+Masters 1000,2.25,3.0,0.06,half-Kelly,94,0.4787,22.86,13.502,1.538,0.964,4.217
Hard,ATP 500+Masters 1000,2.25,3.0,0.06,quarter-Kelly,94,0.4787,22.86,13.502,1.538,0.482,2.109
Hard,ATP 500+Masters 1000,2.25,3.0,0.06,half-Kelly,94,0.4787,22.86,13.502,1.538,0.964,4.217
Hard,ATP 250+ATP 500+Masters 1000,2.25,3.0,0.06,quarter-Kelly,94,0.4787,22.86,13.502,1.538,0.482,2.109
Grass+Hard,ATP 250+Grand Slam+Masters 1000,2.25,3.0,0.06,flat,54,0.5,22.83,12.644,1.357,12.33,54.0
Grass+Hard,Grand Slam+Masters 1000,2.25,3.0,0.06,flat,54,0.5,22.83,12.644,1.357,12.33,54.0
Clay+Grass+Hard,ATP 500+Masters 1000,2.5,2.75,0.06,flat,58,0.4655,22.81,12.723,1.319,13.23,58.0
Clay+Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,2.75,0.06,flat,58,0.4655,22.81,12.723,1.319,13.23,58.0
Hard,Grand Slam+Masters 1000,2.25,2.75,0.04,flat,50,0.5,22.7,10.796,1.303,11.35,50.0
Hard,ATP 250+Grand Slam+Masters 1000,2.25,2.75,0.04,flat,50,0.5,22.7,10.796,1.303,11.35,50.0
Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.04,half-Kelly,104,0.4712,22.6,11.751,1.365,0.951,4.207
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.04,half-Kelly,104,0.4712,22.6,11.751,1.365,0.951,4.207
Hard,ATP 500+Grand Slam+Masters 1000,2.25,2.75,0.04,quarter-Kelly,104,0.4712,22.6,11.751,1.365,0.475,2.103
