surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,flat,166,0.4639,-16.16,12.927,-2.274,-26.82,166.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.03,flat,253,0.2885,-16.17,10.901,-1.936,-40.92,253.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.04,flat,86,0.2907,-16.17,12.089,-1.134,-13.91,86.0
Clay+Grass,ATP 500+Grand Slam,2.5,4.0,0.04,flat,86,0.2907,-16.17,12.089,-1.134,-13.91,86.0
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.03,flat,253,0.2885,-16.17,10.901,-1.936,-40.92,253.0
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.03,flat,272,0.4301,-16.17,10.035,-2.668,-43.98,272.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.03,flat,272,0.4301,-16.17,10.035,-2.668,-43.98,272.0
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.06,quarter-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.247,1.526
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.06,half-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.494,3.051
Clay,ATP 250+ATP 500,1.5,3.0,0.04,flat,151,0.4305,-16.18,10.516,-1.99,-24.43,151.0
Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.06,quarter-Kelly,102,0.4804,-16.18,12.95,-1.031,-0.603,3.728
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.06,half-Kelly,102,0.4804,-16.18,12.95,-1.031,-1.207,7.456
Grass,ATP 500+Grand Slam,2.0,3.5,0.06,half-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.494,3.051
Grass,ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.06,quarter-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.247,1.526
Grass,ATP 500+Grand Slam+Masters 1000,2.0,3.5,0.06,half-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.494,3.051
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.06,quarter-Kelly,102,0.4804,-16.18,12.95,-1.031,-0.603,3.728
Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.06,half-Kelly,102,0.4804,-16.18,12.95,-1.031,-1.207,7.456
Grass,ATP 500+Grand Slam,2.0,3.5,0.06,quarter-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.247,1.526
Grass,ATP 250+ATP 500+Grand Slam,2.0,3.5,0.06,half-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.494,3.051
Grass,ATP 250+ATP 500+Grand Slam,2.0,3.5,0.06,quarter-Kelly,60,0.3333,-16.18,14.273,-1.205,-0.247,1.526
Clay,ATP 500,1.5,3.0,0.04,flat,151,0.4305,-16.18,10.516,-1.99,-24.43,151.0
Grass+Hard,ATP 500+Grand Slam,1.5,2.25,0.06,quarter-Kelly,219,0.484,-16.19,12.919,-1.87,-1.378,8.51
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.03,half-Kelly,385,0.4182,-16.19,10.539,-3.259,-3.357,20.737
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.03,quarter-Kelly,385,0.4182,-16.19,10.539,-3.259,-1.678,10.369
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.25,0.06,half-Kelly,219,0.484,-16.19,12.919,-1.87,-2.755,17.021
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.03,quarter-Kelly,385,0.4182,-16.19,10.539,-3.259,-1.678,10.369
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.25,0.06,quarter-Kelly,219,0.484,-16.19,12.919,-1.87,-1.378,8.51
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.03,half-Kelly,385,0.4182,-16.19,10.539,-3.259,-3.357,20.737
Grass+Hard,ATP 500+Grand Slam,1.5,2.25,0.06,half-Kelly,219,0.484,-16.19,12.919,-1.87,-2.755,17.021
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.04,half-Kelly,301,0.412,-16.2,10.845,-3.237,-2.779,17.155
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,flat,287,0.4146,-16.2,12.623,-2.656,-46.49,287.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.06,flat,287,0.4146,-16.2,12.623,-2.656,-46.49,287.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.04,quarter-Kelly,301,0.412,-16.2,10.845,-3.237,-1.389,8.578
Clay+Grass,ATP 500+Masters 1000,1.5,3.25,0.04,half-Kelly,301,0.412,-16.2,10.845,-3.237,-2.779,17.155
Clay+Grass,ATP 500+Masters 1000,1.5,3.25,0.04,quarter-Kelly,301,0.412,-16.2,10.845,-3.237,-1.389,8.578
Clay,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.03,half-Kelly,215,0.4233,-16.2,10.413,-1.756,-1.763,10.883
Clay,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.03,quarter-Kelly,215,0.4233,-16.2,10.413,-1.756,-0.881,5.442
Clay,ATP 500+Grand Slam,1.5,4.0,0.03,half-Kelly,215,0.4233,-16.2,10.413,-1.756,-1.763,10.883
Clay,ATP 500+Masters 1000,1.5,2.25,0.07,flat,116,0.4741,-16.2,11.988,-1.949,-18.79,116.0
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.25,0.07,flat,116,0.4741,-16.2,11.988,-1.949,-18.79,116.0
Clay,ATP 500+Grand Slam,1.5,4.0,0.03,quarter-Kelly,215,0.4233,-16.2,10.413,-1.756,-0.881,5.442
Clay+Grass,ATP 500,2.25,3.0,0.06,quarter-Kelly,63,0.3492,-16.21,12.294,-0.68,-0.212,1.309
Clay+Grass,ATP 500,2.25,3.0,0.06,half-Kelly,63,0.3492,-16.21,12.294,-0.68,-0.424,2.617
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.04,half-Kelly,316,0.4241,-16.21,11.244,-3.235,-3.09,19.055
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.04,quarter-Kelly,316,0.4241,-16.21,11.244,-3.235,-1.545,9.527
Clay+Grass,ATP 250+ATP 500,2.25,3.0,0.06,quarter-Kelly,63,0.3492,-16.21,12.294,-0.68,-0.212,1.309
Grass,ATP 250+ATP 500,1.5,3.0,0.07,half-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.583,3.6
Clay+Grass,ATP 250+ATP 500,2.25,3.0,0.06,half-Kelly,63,0.3492,-16.21,12.294,-0.68,-0.424,2.617
Grass,ATP 250+ATP 500,1.5,3.0,0.07,quarter-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.292,1.8
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.25,0.07,flat,72,0.4306,-16.21,13.36,-1.364,-11.67,72.0
Grass,ATP 500,1.5,3.0,0.07,half-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.583,3.6
Clay,Grand Slam+Masters 1000,1.5,3.25,0.07,flat,72,0.4306,-16.21,13.36,-1.364,-11.67,72.0
Grass,ATP 500+Masters 1000,1.5,3.0,0.07,quarter-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.292,1.8
Grass,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.07,quarter-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.292,1.8
Grass,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.07,half-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.583,3.6
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.04,half-Kelly,316,0.4241,-16.21,11.244,-3.235,-3.09,19.055
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.04,quarter-Kelly,316,0.4241,-16.21,11.244,-3.235,-1.545,9.527
Grass,ATP 500+Masters 1000,1.5,3.0,0.07,half-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.583,3.6
Grass,ATP 500,1.5,3.0,0.07,quarter-Kelly,52,0.4038,-16.21,14.373,-0.965,-0.292,1.8
Grass+Hard,ATP 500+Grand Slam,2.0,3.75,0.03,flat,260,0.3346,-16.22,11.75,-2.177,-42.16,260.0
Clay,ATP 250+ATP 500,1.75,3.0,0.06,quarter-Kelly,86,0.3837,-16.22,12.397,-1.35,-0.391,2.41
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.07,half-Kelly,173,0.4162,-16.22,12.318,-2.188,-1.823,11.235
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.07,quarter-Kelly,173,0.4162,-16.22,12.318,-2.188,-0.911,5.618
Clay,ATP 500+Masters 1000,1.5,3.5,0.07,quarter-Kelly,173,0.4162,-16.22,12.318,-2.188,-0.911,5.618
Clay,ATP 500+Masters 1000,1.5,3.5,0.07,half-Kelly,173,0.4162,-16.22,12.318,-2.188,-1.823,11.235
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,half-Kelly,306,0.4216,-16.22,11.962,-2.775,-3.062,18.878
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,quarter-Kelly,306,0.4216,-16.22,11.962,-2.775,-1.531,9.439
Clay,ATP 250+ATP 500,1.75,3.0,0.06,half-Kelly,86,0.3837,-16.22,12.397,-1.35,-0.782,4.82
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.05,flat,162,0.358,-16.22,12.084,-1.783,-26.28,162.0
Clay+Grass,ATP 250+ATP 500,2.0,3.0,0.06,flat,98,0.3469,-16.22,12.647,-1.385,-15.9,98.0
Clay,ATP 500,1.75,3.0,0.06,quarter-Kelly,86,0.3837,-16.22,12.397,-1.35,-0.391,2.41
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,half-Kelly,306,0.4216,-16.22,11.962,-2.775,-3.062,18.878
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,quarter-Kelly,306,0.4216,-16.22,11.962,-2.775,-1.531,9.439
Clay+Grass,ATP 500,2.0,3.0,0.06,flat,98,0.3469,-16.22,12.647,-1.385,-15.9,98.0
Clay+Grass,ATP 500,1.75,3.75,0.05,flat,162,0.358,-16.22,12.084,-1.783,-26.28,162.0
Clay,ATP 500,1.75,3.0,0.06,half-Kelly,86,0.3837,-16.22,12.397,-1.35,-0.782,4.82
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.75,0.03,flat,260,0.3346,-16.22,11.75,-2.177,-42.16,260.0
Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.05,quarter-Kelly,115,0.4783,-16.23,12.693,-0.721,-0.609,3.754
Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.05,half-Kelly,115,0.4783,-16.23,12.693,-0.721,-1.218,7.509
Hard,ATP 500+Grand Slam,1.75,2.25,0.05,quarter-Kelly,115,0.4783,-16.23,12.693,-0.721,-0.609,3.754
Hard,ATP 500+Grand Slam,1.75,2.25,0.05,half-Kelly,115,0.4783,-16.23,12.693,-0.721,-1.218,7.509
Clay,ATP 500,1.5,3.25,0.03,quarter-Kelly,172,0.4477,-16.23,9.819,-1.554,-0.744,4.587
Clay,ATP 500,1.5,3.25,0.03,half-Kelly,172,0.4477,-16.23,9.819,-1.554,-1.489,9.174
Clay,ATP 250+ATP 500,1.5,3.25,0.03,half-Kelly,172,0.4477,-16.23,9.819,-1.554,-1.489,9.174
Clay,ATP 250+ATP 500,1.5,3.25,0.03,quarter-Kelly,172,0.4477,-16.23,9.819,-1.554,-0.744,4.587
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.03,quarter-Kelly,193,0.3575,-16.24,10.792,-1.975,-0.681,4.195
Clay+Grass,ATP 500+Masters 1000,1.5,3.0,0.04,quarter-Kelly,291,0.4192,-16.24,10.884,-3.091,-1.374,8.462
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.04,half-Kelly,291,0.4192,-16.24,10.884,-3.091,-2.748,16.923
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.0,0.04,quarter-Kelly,291,0.4192,-16.24,10.884,-3.091,-1.374,8.462
Grass+Hard,ATP 500+Grand Slam,2.0,3.75,0.06,flat,200,0.33,-16.24,13.987,-1.889,-32.47,200.0
Clay+Grass,ATP 500+Masters 1000,1.5,3.0,0.04,half-Kelly,291,0.4192,-16.24,10.884,-3.091,-2.748,16.923
Clay+Grass,ATP 500+Masters 1000,1.5,4.0,0.07,quarter-Kelly,239,0.4017,-16.24,12.913,-2.385,-1.237,7.618
Clay+Grass,ATP 500+Masters 1000,1.5,4.0,0.07,half-Kelly,239,0.4017,-16.24,12.913,-2.385,-2.474,15.236
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,flat,123,0.4715,-16.24,12.174,-2.003,-19.98,123.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,4.0,0.07,quarter-Kelly,239,0.4017,-16.24,12.913,-2.385,-1.237,7.618
Clay,ATP 250+ATP 500,1.75,3.25,0.06,flat,90,0.3778,-16.24,12.304,-1.402,-14.62,90.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,4.0,0.07,half-Kelly,239,0.4017,-16.24,12.913,-2.385,-2.474,15.236
Clay+Hard,ATP 500+Masters 1000,2.5,3.25,0.03,flat,141,0.305,-16.24,10.129,-1.521,-22.9,141.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,half-Kelly,76,0.3421,-16.24,12.364,-2.228,-0.67,4.124
Clay+Grass,ATP 500,1.75,3.75,0.03,half-Kelly,193,0.3575,-16.24,10.792,-1.975,-1.363,8.389
Clay+Grass,ATP 500,1.75,3.75,0.03,quarter-Kelly,193,0.3575,-16.24,10.792,-1.975,-0.681,4.195
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,quarter-Kelly,76,0.3421,-16.24,12.364,-2.228,-0.335,2.062
Clay,ATP 500,1.75,3.25,0.06,flat,90,0.3778,-16.24,12.304,-1.402,-14.62,90.0
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.03,half-Kelly,193,0.3575,-16.24,10.792,-1.975,-1.363,8.389
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,half-Kelly,76,0.3421,-16.24,12.364,-2.228,-0.67,4.124
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,flat,123,0.4715,-16.24,12.174,-2.003,-19.98,123.0
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.0,3.75,0.06,flat,200,0.33,-16.24,13.987,-1.889,-32.47,200.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.03,quarter-Kelly,76,0.3421,-16.24,12.364,-2.228,-0.335,2.062
Clay+Hard,ATP 250+ATP 500+Masters 1000,2.5,3.25,0.03,flat,141,0.305,-16.24,10.129,-1.521,-22.9,141.0
Grass,ATP 500,1.5,3.5,0.04,flat,76,0.3947,-16.25,11.964,-1.314,-12.35,76.0
Grass+Hard,ATP 500+Grand Slam,2.5,4.0,0.03,quarter-Kelly,140,0.2571,-16.25,10.938,-2.353,-0.317,1.949
Grass,ATP 250+ATP 500+Masters 1000,1.5,3.5,0.04,flat,76,0.3947,-16.25,11.964,-1.314,-12.35,76.0
Grass,ATP 250+ATP 500,1.5,3.5,0.04,flat,76,0.3947,-16.25,11.964,-1.314,-12.35,76.0
Grass+Hard,ATP 500+Grand Slam,2.5,4.0,0.03,half-Kelly,140,0.2571,-16.25,10.938,-2.353,-0.634,3.899
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.03,quarter-Kelly,140,0.2571,-16.25,10.938,-2.353,-0.317,1.949
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.03,half-Kelly,140,0.2571,-16.25,10.938,-2.353,-0.634,3.899
Grass,ATP 500+Masters 1000,1.5,3.5,0.04,flat,76,0.3947,-16.25,11.964,-1.314,-12.35,76.0
Clay,ATP 500,2.0,4.0,0.05,flat,83,0.3253,-16.25,11.683,-1.202,-13.49,83.0
Clay,ATP 250+ATP 500,2.0,4.0,0.05,flat,83,0.3253,-16.25,11.683,-1.202,-13.49,83.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,quarter-Kelly,278,0.4209,-16.26,12.617,-2.551,-1.461,8.989
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,half-Kelly,278,0.4209,-16.26,12.617,-2.551,-2.923,17.977
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.25,3.5,0.03,flat,134,0.3209,-16.26,10.924,-1.53,-21.79,134.0
Clay,Masters 1000,1.5,2.25,0.04,flat,50,0.48,-16.26,9.759,-1.297,-8.13,50.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,quarter-Kelly,278,0.4209,-16.26,12.617,-2.551,-1.461,8.989
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,half-Kelly,278,0.4209,-16.26,12.617,-2.551,-2.923,17.977
Clay,ATP 250+Masters 1000,1.5,2.25,0.04,flat,50,0.48,-16.26,9.759,-1.297,-8.13,50.0
Clay+Grass,ATP 250+Masters 1000,1.5,2.25,0.04,flat,50,0.48,-16.26,9.759,-1.297,-8.13,50.0
Clay+Grass,Masters 1000,1.5,2.25,0.04,flat,50,0.48,-16.26,9.759,-1.297,-8.13,50.0
Clay+Grass,ATP 500+Grand Slam,2.25,3.5,0.03,flat,134,0.3209,-16.26,10.924,-1.53,-21.79,134.0
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.05,quarter-Kelly,162,0.358,-16.27,12.084,-1.783,-0.644,3.961
Clay,ATP 250+ATP 500+Masters 1000,1.5,3.75,0.03,flat,274,0.4161,-16.27,9.804,-2.579,-44.59,274.0
Clay+Grass,ATP 500+Grand Slam,1.5,2.5,0.03,flat,241,0.4481,-16.27,10.654,-2.657,-39.21,241.0
Hard,ATP 500,2.5,4.0,0.05,half-Kelly,60,0.3,-16.27,12.582,-0.916,-0.32,1.97
Clay+Grass,ATP 500,1.75,3.75,0.05,quarter-Kelly,162,0.358,-16.27,12.084,-1.783,-0.644,3.961
Clay+Grass,ATP 250+ATP 500+Grand Slam,1.5,2.5,0.03,flat,241,0.4481,-16.27,10.654,-2.657,-39.21,241.0
Clay,ATP 500+Masters 1000,1.5,3.75,0.03,flat,274,0.4161,-16.27,9.804,-2.579,-44.59,274.0
Clay+Grass,ATP 500,1.75,3.75,0.05,half-Kelly,162,0.358,-16.27,12.084,-1.783,-1.289,7.923
Hard,ATP 500,2.5,4.0,0.05,quarter-Kelly,60,0.3,-16.27,12.582,-0.916,-0.16,0.985
Clay+Grass,ATP 250+ATP 500,1.75,3.75,0.05,half-Kelly,162,0.358,-16.27,12.084,-1.783,-1.289,7.923
Hard,ATP 250+ATP 500,2.5,4.0,0.05,half-Kelly,60,0.3,-16.27,12.582,-0.916,-0.32,1.97
Hard,ATP 250+ATP 500,2.5,4.0,0.05,quarter-Kelly,60,0.3,-16.27,12.582,-0.916,-0.16,0.985
Hard,Grand Slam+Masters 1000,1.75,2.5,0.07,quarter-Kelly,69,0.4348,-16.28,13.295,-0.476,-0.355,2.181
Clay+Grass,ATP 250+ATP 500,2.25,4.0,0.03,half-Kelly,112,0.3214,-16.28,10.368,-1.133,-0.574,3.525
Clay+Grass,ATP 250+ATP 500,2.25,4.0,0.03,quarter-Kelly,112,0.3214,-16.28,10.368,-1.133,-0.287,1.762
Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.5,0.07,quarter-Kelly,69,0.4348,-16.28,13.295,-0.476,-0.355,2.181
Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.5,0.07,half-Kelly,69,0.4348,-16.28,13.295,-0.476,-0.71,4.362
Clay+Grass,ATP 500,2.25,4.0,0.03,quarter-Kelly,112,0.3214,-16.28,10.368,-1.133,-0.287,1.762
Clay+Grass,ATP 500,2.25,4.0,0.03,half-Kelly,112,0.3214,-16.28,10.368,-1.133,-0.574,3.525
Hard,Grand Slam+Masters 1000,1.75,2.5,0.07,half-Kelly,69,0.4348,-16.28,13.295,-0.476,-0.71,4.362
Clay,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.05,quarter-Kelly,64,0.2969,-16.3,12.618,-0.816,-0.173,1.064
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.25,0.04,quarter-Kelly,65,0.2769,-16.3,12.287,-1.396,-0.181,1.112
Clay,Grand Slam+Masters 1000,1.5,3.5,0.07,flat,76,0.4211,-16.3,13.483,-1.374,-12.39,76.0
Clay+Hard,Grand Slam+Masters 1000,2.5,3.25,0.04,quarter-Kelly,65,0.2769,-16.3,12.287,-1.396,-0.181,1.112
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.05,half-Kelly,64,0.2969,-16.3,12.618,-0.816,-0.347,2.129
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.5,0.07,flat,76,0.4211,-16.3,13.483,-1.374,-12.39,76.0
Clay,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.05,half-Kelly,64,0.2969,-16.3,12.618,-0.816,-0.347,2.129
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.25,0.04,half-Kelly,65,0.2769,-16.3,12.287,-1.396,-0.363,2.225
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.05,quarter-Kelly,64,0.2969,-16.3,12.618,-0.816,-0.173,1.064
Clay+Hard,Grand Slam+Masters 1000,2.5,3.25,0.04,half-Kelly,65,0.2769,-16.3,12.287,-1.396,-0.363,2.225
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,4.0,0.05,flat,248,0.4073,-16.31,11.639,-2.403,-40.46,248.0
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,quarter-Kelly,84,0.4167,-16.31,13.462,-0.893,-0.403,2.471
Clay,ATP 500+Grand Slam+Masters 1000,1.5,4.0,0.05,flat,248,0.4073,-16.31,11.639,-2.403,-40.46,248.0
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,quarter-Kelly,84,0.4167,-16.31,13.462,-0.893,-0.403,2.471
Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,half-Kelly,84,0.4167,-16.31,13.462,-0.893,-0.806,4.941
Grass+Hard,ATP 500+Grand Slam+Masters 1000,2.0,2.25,0.04,half-Kelly,84,0.4167,-16.31,13.462,-0.893,-0.806,4.941
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.07,quarter-Kelly,388,0.433,-16.32,13.582,-2.769,-2.272,13.92
Clay,ATP 500,2.0,3.75,0.07,flat,66,0.3182,-16.32,12.734,-1.058,-10.77,66.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.75,0.07,half-Kelly,388,0.433,-16.32,13.582,-2.769,-4.545,27.84
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,2.75,0.07,half-Kelly,388,0.433,-16.32,13.582,-2.769,-4.545,27.84
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.04,quarter-Kelly,254,0.4055,-16.32,10.753,-3.289,-1.163,7.128
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.04,half-Kelly,254,0.4055,-16.32,10.753,-3.289,-2.327,14.256
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,3.75,0.05,flat,291,0.4089,-16.32,11.544,-2.631,-47.49,291.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,2.75,0.07,quarter-Kelly,388,0.433,-16.32,13.582,-2.769,-2.272,13.92
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.75,2.75,0.04,quarter-Kelly,71,0.338,-16.32,12.814,-2.202,-0.312,1.915
Grass,ATP 250+ATP 500+Grand Slam,1.5,3.0,0.06,flat,79,0.3924,-16.32,13.96,-1.353,-12.89,79.0
Clay,ATP 500+Grand Slam,1.75,2.25,0.03,quarter-Kelly,69,0.3913,-16.32,11.656,-2.091,-0.344,2.107
Clay,ATP 500+Grand Slam,1.75,2.25,0.03,half-Kelly,69,0.3913,-16.32,11.656,-2.091,-0.688,4.213
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.75,2.75,0.04,half-Kelly,71,0.338,-16.32,12.814,-2.202,-0.625,3.829
Clay+Grass,ATP 500+Masters 1000,1.5,3.75,0.05,flat,291,0.4089,-16.32,11.544,-2.631,-47.49,291.0
Grass,ATP 500+Grand Slam,1.5,3.0,0.06,flat,79,0.3924,-16.32,13.96,-1.353,-12.89,79.0
Clay,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.03,half-Kelly,69,0.3913,-16.32,11.656,-2.091,-0.688,4.213
Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,flat,79,0.3924,-16.32,13.96,-1.353,-12.89,79.0
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.04,half-Kelly,254,0.4055,-16.32,10.753,-3.289,-2.327,14.256
Clay+Grass,Grand Slam+Masters 1000,1.75,2.75,0.04,half-Kelly,71,0.338,-16.32,12.814,-2.202,-0.625,3.829
Clay,ATP 500+Grand Slam+Masters 1000,1.5,3.25,0.04,quarter-Kelly,254,0.4055,-16.32,10.753,-3.289,-1.163,7.128
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.06,flat,79,0.3924,-16.32,13.96,-1.353,-12.89,79.0
Clay+Grass,Grand Slam+Masters 1000,1.75,2.75,0.04,quarter-Kelly,71,0.338,-16.32,12.814,-2.202,-0.312,1.915
Clay,ATP 250+ATP 500,2.0,3.75,0.07,flat,66,0.3182,-16.32,12.734,-1.058,-10.77,66.0
Clay,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.03,quarter-Kelly,69,0.3913,-16.32,11.656,-2.091,-0.344,2.107
Clay+Grass,ATP 250+ATP 500,1.75,3.0,0.03,half-Kelly,165,0.3818,-16.33,10.995,-1.705,-1.277,7.822
Clay+Grass,ATP 500,1.75,3.0,0.03,quarter-Kelly,165,0.3818,-16.33,10.995,-1.705,-0.639,3.911
Clay+Grass,ATP 500,1.75,3.0,0.03,half-Kelly,165,0.3818,-16.33,10.995,-1.705,-1.277,7.822
Clay+Grass,ATP 250+ATP 500,1.75,3.0,0.03,quarter-Kelly,165,0.3818,-16.33,10.995,-1.705,-0.639,3.911
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.07,half-Kelly,201,0.4279,-16.34,12.844,-2.45,-2.304,14.098
Clay+Grass,ATP 500,2.25,3.0,0.07,quarter-Kelly,57,0.3509,-16.34,12.909,-0.59,-0.203,1.246
Clay+Grass,ATP 500,2.25,3.0,0.07,half-Kelly,57,0.3509,-16.34,12.909,-0.59,-0.407,2.491
Clay+Grass,ATP 500,1.5,4.0,0.03,half-Kelly,269,0.4201,-16.34,10.403,-2.104,-2.275,13.929
